age_of_customer,swimming_hours_per_week,biking_hours_per_week,running_hours_per_week,total_training_hours_per_week,vo2_max,10k_running_time_prediction,calories_burned_per_week,support_cases_of_customer,customer_years,most_current_software_update,synchronisation,user_of_latest_model,hot_enc__Male,hot_enc__Other,hot_enc__Germany,hot_enc__India,hot_enc__UK,hot_enc__USA,hot_enc__UnknownLand,hot_enc__Berlin,hot_enc__Birmingham,hot_enc__Brisbane,hot_enc__Chicago,hot_enc__Delhi,hot_enc__Hamburg,hot_enc__London,hot_enc__Los Angeles,hot_enc__Manchester,hot_enc__Melbourne,hot_enc__Mumbai,hot_enc__Munich,hot_enc__New York,hot_enc__Sydney,hot_enc__Fitness,hot_enc__Recreation,hot_enc__Evening,hot_enc__Morning,hot_enc__Free,hot_enc__Premium,hot_enc__White
50.0,1.64,8.25,6.16,16.05,44.08,41.72,7990.13,2.0,1.0,2024-05-01,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
54.0,2.2,3.86,7.51,13.57,41.01,44.7,6908.61,4.0,6.0,2024-10-24,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
23.0,0.3,2.92,2.45,5.67,55.94,45.17,3066.08,0.0,1.0,2023-11-01,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.0,2.79,5.62,0.52,8.93,18.3,64.09,4471.96,2.0,5.0,2024-05-21,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
64.0,0.32,2.57,2.88,5.77,12.6,66.66,2682.83,2.0,1.0,2024-06-02,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
32.0,3.65,9.77,2.25,15.67,64.01,41.14,7666.48,4.0,6.0,2023-11-19,1.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.0,2.25,7.97,2.74,12.96,50.59,42.32,6439.47,2.0,0.0,2024-03-19,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
31.0,3.56,14.7,5.43,23.7,80.54,33.05,12106.35,4.0,8.0,2024-07-31,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.0,1.1,13.54,8.76,100.0,63.87,35.11,100.0,1.0,3.0,2024-05-17,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
63.0,1.67,2.57,0.99,5.23,17.16,64.85,2429.17,3.0,2.0,2024-07-30,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
48.0,0.0,5.29,2.19,7.48,39.91,50.17,3597.72,1.0,7.0,2024-05-05,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
41.0,4.19,7.32,3.31,14.82,52.03,40.23,7340.26,0.0,1.0,2024-10-08,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
48.0,2.02,3.07,0.47,5.57,45.42,52.06,2856.55,1.0,4.0,2024-09-02,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
46.0,2.34,0.31,8.97,11.62,52.7,36.15,5774.71,1.0,5.0,2024-05-11,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
49.0,0.38,4.01,4.19,8.58,47.39,48.79,4327.74,1.0,0.0,2023-12-08,1.0,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
34.0,5.74,10.9,7.11,23.76,69.37,32.64,11722.91,0.0,0.0,2024-05-05,1.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31.0,0.34,0.0,0.11,0.45,49.71,46.47,-28.25,4.0,3.0,2023-10-21,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
57.0,1.02,0.0,2.92,3.95,34.41,57.38,1688.93,2.0,4.0,2024-03-25,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
58.0,1.02,0.0,2.92,3.95,34.41,57.38,1688.93,2.0,4.0,2024-03-25,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
53.0,2.51,8.19,0.0,10.7,44.7,55.85,5198.64,3.0,8.0,2024-01-06,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
62.0,1.66,3.9,0.0,5.57,19.28,64.16,2684.6,2.0,5.0,2024-08-22,1.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
44.0,1.18,10.43,3.89,15.5,57.68,44.12,7915.86,3.0,4.0,2024-06-02,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
42.0,1.11,2.96,5.53,9.61,53.43,42.1,4933.72,0.0,0.0,2024-12-09,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
49.0,0.22,1.16,1.79,3.18,44.77,49.16,1654.23,3.0,8.0,2024-09-28,1.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35.0,0.49,6.75,4.06,11.3,63.45,41.25,5861.14,0.0,5.0,2024-04-13,1.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
35.0,5.26,7.35,3.44,16.04,62.84,40.55,8253.26,0.0,2.0,2024-05-21,1.0,1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
54.0,3.78,8.08,10.58,22.44,53.77,39.69,11157.8,4.0,4.0,2024-12-16,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
43.0,1.5,0.94,1.99,4.42,53.4,44.23,2152.22,3.0,1.0,2023-12-04,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
26.0,3.85,3.05,2.98,9.88,59.92,40.33,4882.08,4.0,4.0,2024-02-12,1.0,1.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
52.0,1.56,1.01,0.73,3.3,31.42,52.99,1406.43,2.0,7.0,2024-05-21,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
25.0,2.94,2.48,0.0,5.42,57.29,44.54,2994.46,3.0,5.0,2024-08-07,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
37.0,1.4,3.0,2.37,6.77,58.71,42.52,3169.25,2.0,1.0,2024-05-03,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
-1.0,0.93,12.64,8.63,22.2,28.03,47.74,11002.94,4.0,7.0,2024-07-05,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
36.0,4.06,8.41,1.95,14.43,60.73,42.49,6957.73,3.0,9.0,2024-04-30,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
47.0,1.56,3.97,2.72,8.25,47.52,45.81,3916.14,3.0,9.0,2024-12-29,1.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
45.0,0.13,2.31,5.1,7.55,46.83,42.93,3499.69,2.0,0.0,2024-03-17,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
52.0,1.37,7.23,2.91,11.51,42.99,50.34,5631.14,3.0,4.0,2024-10-26,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
28.0,2.87,8.29,1.94,13.1,60.83,41.76,6455.55,2.0,4.0,2024-02-01,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
48.0,5.61,2.47,7.68,15.76,56.18,37.92,7655.86,4.0,7.0,2024-03-29,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
53.0,0.0,9.0,9.88,18.88,50.13,44.86,9738.31,3.0,2.0,2024-01-05,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40.0,1.4,9.63,5.39,16.42,62.69,41.14,8079.21,3.0,3.0,2024-06-28,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
36.0,2.91,5.71,2.98,11.6,60.21,40.71,6082.14,2.0,2.0,2024-08-30,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
32.0,2.35,5.3,5.26,12.91,52.83,36.23,6461.1,4.0,2.0,2024-07-08,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
48.0,0.23,6.35,0.71,7.29,41.08,50.26,3490.6,0.0,6.0,2024-06-28,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
60.0,2.89,11.95,1.67,16.51,33.38,56.41,8514.07,3.0,1.0,2024-01-18,1.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
54.0,0.73,8.41,3.24,12.38,33.21,48.43,6480.47,3.0,0.0,2024-11-11,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
54.0,1.64,2.81,0.18,4.62,33.06,52.58,2500.48,0.0,5.0,2024-04-06,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
32.0,1.18,2.28,5.35,8.81,59.1,36.72,4292.12,4.0,7.0,2024-04-07,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
46.0,0.0,4.86,0.14,5.0,44.09,48.35,2441.84,1.0,0.0,2024-10-17,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
60.0,1.98,8.31,2.95,13.25,26.86,57.71,6468.14,1.0,9.0,2024-12-03,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
43.0,1.77,12.18,2.68,16.63,59.99,41.13,8550.8,4.0,8.0,2024-09-05,1.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61.0,0.0,0.58,0.69,1.26,22.02,66.19,880.5,3.0,3.0,2024-12-01,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.0,0.42,4.36,1.46,6.24,49.52,43.46,3073.2,1.0,1.0,2023-12-25,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
37.0,2.93,4.69,1.73,9.34,55.9,42.03,4765.27,2.0,3.0,2024-02-08,1.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
21.0,2.92,6.24,7.79,16.95,53.52,34.0,8438.0,0.0,3.0,2023-12-24,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
55.0,1.0,4.65,2.0,7.65,38.91,54.32,3754.42,4.0,9.0,2024-01-20,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
28.0,1.66,3.52,3.59,8.78,54.64,38.94,4570.56,4.0,7.0,2023-12-28,1.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
45.0,3.18,10.77,1.86,15.81,56.39,41.58,8139.92,1.0,0.0,2024-11-03,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
19.0,3.51,5.34,0.0,8.85,58.07,47.69,4704.27,1.0,1.0,2024-11-02,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
25.0,2.59,4.0,1.15,7.74,58.31,44.48,4001.43,4.0,3.0,2024-09-10,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
46.0,2.77,1.29,2.06,6.12,49.05,44.21,3088.67,1.0,6.0,2023-11-18,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
28.0,2.38,0.28,2.79,5.46,61.05,40.38,2589.77,0.0,3.0,2024-01-09,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
54.0,1.8,4.45,1.35,7.61,34.5,56.38,4104.15,0.0,3.0,2024-11-09,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
35.0,3.91,0.57,5.57,10.05,58.63,37.27,5078.45,4.0,6.0,2024-08-27,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
27.0,0.43,7.46,5.55,13.44,61.81,36.07,6827.69,0.0,7.0,2024-06-04,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
